Router Name,Country Code,Bandwidth (KB/s),Uptime (Hours),IP Address,Hostname,ORPort,DirPort,Flag - Authority,Flag - Exit,Flag - Fast,Flag - Guard,Flag - Named,Flag - Stable,Flag - Running,Flag - Valid,Flag - V2Dir,Platform,Flag - Hibernating,Flag - Bad Exit,FirstSeen,ASName,ASNumber,ConsensusBandwidth,OrAddress
linuxthefish2,FR,14605,269,62.210.142.39,linuxthefish.net,444,81,0,0,1,1,0,1,1,1,1,Tor 0.2.9.10 on Linux,0,0,2015-08-23,AS12876 - FR,12876,75900,None
radia4,FR,14596,756,91.121.230.216,relay4.radia.tor-relays.net,9001,9030,0,0,1,1,0,1,1,1,1,Tor 0.2.9.9 on Linux,0,0,2016-08-10,OVH - FR,16276,57100,[2001:41d0:d:22a6::1:8]:9001
DietMtnDewCodeRed,LU,14535,856,94.242.209.120,ip-static-94-242-209-120.server.lu,9001,None,0,0,1,1,0,1,1,1,0,Tor 0.2.9.9 on Linux,0,0,2016-09-20,ROOT - LU,5577,74500,None
lovejoy,GB,14512,1795,178.62.60.37,lon.anondroid.com,443,80,0,0,1,1,0,1,1,1,1,Tor 0.2.9.9 on Linux,0,0,2015-10-19,DIGITALOCEAN-ASN-2- GB,202109,57300,None
ArachnideFR5,FR,14467,766,62.210.206.25,arachnidefr94.torproxy-readme-arachnide-fr-35.fr,110,80,0,0,1,1,0,1,1,1,1,Tor 0.2.9.10 on Linux,0,0,2015-04-04,AS12876- FR,12876,58300,None
Necto7,RO,14423,1634,93.115.95.216,lh28409.voxility.net,443,80,0,1,1,1,0,1,1,1,1,Tor 0.2.9.9 on Linux,0,0,2015-08-28,VOXILITY- RO,3223,42700,None
kili,NL,14417,30,178.62.173.203,kili.joostrijneveld.nl,9001,9030,0,0,1,1,0,1,1,1,1,Tor 0.2.9.10 on Linux,0,0,2014-10-20,DIGITALOCEAN-ASN-1- EU,200130,57100,[2a03:b0c0:0:1010::a4:b001]:9001
DFRI4,SE,14397,1395,171.25.193.78,tor-exit4-readme.dfri.se,443,80,0,1,1,1,0,1,1,1,1,Tor 0.2.9.9 on FreeBSD,0,0,2014-06-08,DFRI-AS - SE,198093,30300,[2001:67c:289c:3::78]:443
larak3v1n,FR,14374,190,163.172.21.96,163-172-21-96.rev.poneytelecom.eu,9001,9030,0,0,1,0,0,1,1,1,1,Tor 0.2.5.12 on Linux,0,0,2016-03-30,AS12876 - FR,12876,65200,None
serenitor,FR,14199,765,78.194.220.54,mar75-2-78-194-220-54.fbxo.proxad.net,9001,9030,0,0,1,1,0,1,1,1,1,Tor 0.2.9.10 on Linux,0,0,2015-08-26,PROXAD- FR,12322,47600,None
moistpanties,FR,14121,740,51.254.86.64,51.254.86.64,9001,None,0,0,1,1,0,1,1,1,0,Tor 0.2.8.9 on Linux,0,0,2016-12-10,OVH - FR,16276,79400,None
Iridium77,DE,14038,449,62.138.10.62,static-ip-62-138-10-62.inaddr.ip-pool.com,443,None,0,0,1,1,0,1,1,1,0,Tor 0.2.9.10 on Linux,0,0,2016-07-26,PLUSSERVER-AS - DE,8972,81100,None
TykRelay01,DK,13937,1468,85.235.250.88,torrelay.bong.tyknet.dk,443,80,0,0,1,1,0,1,1,1,1,Tor 0.2.8.10 on FreeBSD,0,0,2016-01-03,WEBPARTNER WEBPARTNER A/S is a Danish Internet Service Provider- DK,9167,56800,None
csUniHB,DE,13769,2645,134.102.200.101,tor.informatik.uni-bremen.de,9001,9030,0,0,1,1,0,1,1,1,1,Tor 0.2.9.8 on SunOS,0,0,2014-06-25,DFN Verein zur Foerderung eines Deutschen Forschungsnetzes e.V.- DE,680,52300,[2001:638:708:30c8::65]:9001
Esteldin,DE,13726,97,144.76.90.205,esteldin.apfelbanane.de,9001,None,0,0,1,0,0,0,1,1,0,Tor 0.2.7.6 on Linux,0,0,2016-04-10,HETZNER-AS - DE,24940,53000,None
BlueLine,GB,13601,26,178.62.22.36,178.62.22.36,443,80,0,0,1,1,0,1,1,1,1,Tor 0.2.8.11 on Linux,0,0,2016-03-15,DIGITALOCEAN-ASN-2 - GB,202109,68500,[2a03:b0c0:1:d0::174:1]:9050
OrangeLine,NL,13506,27,188.166.23.127,188.166.23.127,443,80,0,0,1,1,0,1,1,1,1,Tor 0.2.8.11 on Linux,0,0,2016-06-04,DIGITALOCEAN-ASN-3 - NL,202018,69100,[2a03:b0c0:2:d0::27b:7001]:9050
TykRelay03,DE,13491,2852,178.63.198.113,torrelay.haze.tyknet.dk,443,80,0,0,1,1,0,1,1,1,1,Tor 0.2.8.10 on FreeBSD,0,0,2016-01-03,HETZNER-AS- DE,24940,52800,None
torrelay1ph3xat,AT,13467,7,86.59.119.83,at-vie01a-tor01.ph3x.at,443,80,0,0,1,1,0,1,1,1,1,Tor 0.3.0.5-rc on Linux,0,0,2014-04-08,UTA-AS- AT,8437,56800,None
Cajun,DE,13434,50,46.101.104.245,46.101.104.245,9001,9030,0,0,1,1,0,1,1,1,1,Tor 0.2.8.9 on Linux,0,0,2016-11-11,DIGITALOCEAN-GERMANY- DE,201229,61900,None
collide,DE,13362,1242,138.201.211.235,static.235.211.201.138.clients.your-server.de,9001,9030,0,0,1,1,0,1,1,1,1,Tor 0.2.9.9 on Linux,0,0,2016-09-14,HETZNER-AS - DE,24940,66800,None
TOris,FR,13275,436,195.154.241.125,195-154-241-125.rev.poneytelecom.eu,443,80,0,0,1,0,0,1,1,1,1,Tor 0.2.5.12 on Linux,0,0,2017-01-19,AS12876- FR,12876,59500,None
SchizoTor2,FR,13245,2629,94.23.1.164,ns365045.ip-94-23-1.eu,9001,9030,0,0,1,1,0,1,1,1,1,Tor 0.2.5.12 on Linux,0,0,2016-05-13,OVH - FR,16276,52100,None
demang,DE,13191,604,93.115.91.66,lh28943.voxility.net,443,80,0,0,1,1,0,1,1,1,1,Tor 0.2.9.10 on Linux,0,0,2016-02-03,VOXILITY- RO,3223,61100,None
Torres,DE,12894,286,138.201.149.21,static.21.149.201.138.clients.your-server.de,9001,None,0,0,1,1,0,1,1,1,0,Tor 0.2.9.10 on Linux,0,0,2016-04-25,HETZNER-AS - DE,24940,59900,None
cairnes,NL,12870,442,95.211.210.72,hosted-by.Eqservers.com,443,80,0,0,1,1,0,1,1,1,1,Tor 0.2.6.10 on Linux,0,0,2016-03-28,LEASEWEB-NL Netherlands- NL,60781,56700,None
Outfall2,NL,12672,989,163.172.223.200,exit2.tor.outfall.net,443,80,0,1,1,1,0,1,1,1,1,Tor 0.2.9.9 on Linux,0,0,2016-09-21,AS12876 - FR,12876,58900,None
421973,DE,12611,49,144.76.172.187,static.187.172.76.144.clients.your-server.de,9001,None,0,0,1,0,0,0,1,1,0,Tor 0.2.9.9 on Linux,0,0,2015-12-29,HETZNER-AS- DE,24940,58700,None
Zitroneneis,DE,12571,48,144.76.128.206,static.206.128.76.144.clients.your-server.de,443,None,0,0,1,0,0,1,1,1,0,Tor 0.2.9.10 on Linux,0,0,2016-06-22,HETZNER-AS- DE,24940,55400,None
Unnamed,BG,12568,1930,79.124.59.194,1ideaux.net,9001,None,0,1,1,1,0,1,1,1,0,Tor 0.2.8.9 on Linux,0,0,2016-08-16,TAMATIYA-AS- BG,50360,46200,None
InFlames,FR,12545,705,195.154.165.112,195-154-165-112.rev.poneytelecom.eu,8443,8080,0,0,1,1,0,1,1,1,1,Tor 0.2.9.9 on Linux,0,0,2016-10-20,AS12876 - FR,12876,44900,None
NotSecureAs,DE,12534,1291,178.77.123.41,ds178-77-123-41.dedicated.hosteurope.de,9001,9030,0,0,1,1,0,1,1,1,1,Tor 0.2.9.9 on Linux,0,0,2014-07-05,TGOS-ASN1- DE,61157,51100,None
torpidsFRonline3,FR,12519,2378,195.154.164.243,195-154-164-243.rev.poneytelecom.eu,443,80,0,0,1,1,0,1,1,1,1,Tor 0.3.0.1-alpha on Linux,0,0,2015-03-30,AS12876- FR,12876,72400,None
eddy,NL,12388,2623,109.201.133.100,.,443,80,0,1,1,1,0,1,1,1,1,Tor 0.2.5.12 on Linux,0,0,2015-12-10,NFORCE- NL,43350,35200,None
birnenpfeffimitzimt,DE,12364,72,212.21.66.6,tor-exit-4.all.de,443,80,0,1,1,1,0,1,1,1,1,Tor 0.2.9.10 on Linux,0,0,2014-05-17,DHOSTING-NET- DE,44716,62200,[2001:bf0:666::666]:8080
radia0,FR,12193,756,91.121.230.208,relay0.radia.tor-relays.net,9001,9030,0,0,1,1,0,1,1,1,1,Tor 0.2.9.9 on Linux,0,0,2016-08-10,OVH - FR,16276,41200,[2001:41d0:d:22a6::1:0]:9001
DigiGesTor1e1,CH,12168,143,176.10.104.240,tor1e1.digitale-gesellschaft.ch,443,80,0,1,1,1,0,1,1,1,1,Tor 0.2.9.10 on Linux,0,0,2015-05-22,AS-SOFTPLUS- CH,51395,33400,None
Necto5,RO,12130,1633,93.115.95.206,lh28409.voxility.net,443,80,0,1,1,1,0,1,1,1,1,Tor 0.2.9.9 on Linux,0,0,2015-08-28,VOXILITY- RO,3223,31700,None
Unnamed,FR,12115,168,62.210.37.82,62-210-37-82.rev.poneytelecom.eu,443,80,0,1,1,1,0,1,1,1,1,Tor 0.2.9.10 on Linux,0,0,2014-08-27,AS12876- FR,12876,38500,[2001:bc8:3c96:100::82]:443
Necto2,RO,12070,1633,93.115.95.202,lh28409.voxility.net,443,80,0,1,1,1,0,1,1,1,1,Tor 0.2.9.9 on Linux,0,0,2015-08-28,VOXILITY- RO,3223,27100,None
TykRelay06,DK,12053,1377,185.96.180.29,185.96.180.29,443,80,0,0,1,1,0,1,1,1,1,Tor 0.2.8.10 on FreeBSD,0,0,2016-01-06,BORNFIBER- DK,24800,36100,None
malene,NL,12046,765,185.73.220.8,185.73.220.8,443,80,0,0,1,1,0,1,1,1,1,Tor 0.2.9.10 on Linux,0,0,2016-07-19,HOSTISERVER - Hostiserver Ltd- AI,32338,7610,None
rofltor5,DE,11985,212,178.63.19.126,tor-relay5.rofl.cat,9001,None,0,0,1,0,0,1,1,1,0,Tor 0.2.9.10 on Linux,0,0,2016-05-31,HETZNER-AS- DE,24940,51600,None
stoychev,DE,11926,766,104.238.167.111,104.238.167.111.vultr.com,443,80,0,0,1,1,0,1,1,1,1,Tor 0.2.9.10 on Linux,0,0,2015-10-29,AS-CHOOPA - Choopa- LLC- US,20473,46600,None
Unnamed,NL,11836,1992,45.76.38.219,45.76.38.219.vultr.com,9001,9030,0,0,1,1,0,1,1,1,1,Tor 0.2.7.6 on Linux,0,0,2017-01-14,AS-CHOOPA - Choopa- LLC- US,20473,65100,None
dreamatorium,NL,11822,1590,89.31.57.58,89.31.57.58,443,80,0,1,1,1,0,1,1,1,1,Tor 0.2.9.9 on Linux,0,0,2015-05-04,UNITHOST-AS - NL,201401,40700,None
guardino,CH,11744,576,95.183.52.172,hosted-by.solarcom.ch,443,80,0,0,1,1,0,1,1,1,1,Tor 0.2.9.10 on Linux,0,0,2016-08-31,SOLARCOM- CH,197988,50800,None
tornoderdednl,NL,11562,1411,178.62.199.226,tor-node.rded.nl,443,80,0,0,1,1,0,1,1,1,1,Tor 0.2.8.11 on Linux,0,0,2014-10-09,DIGITALOCEAN-ASN-3- NL,202018,50700,[2a03:b0c0:2:d0::b7:5001]:443
Iridium44,DE,11561,449,62.138.10.61,static-ip-62-138-10-61.inaddr.ip-pool.com,9001,None,0,0,1,1,0,1,1,1,0,Tor 0.2.9.10 on Linux,0,0,2016-07-26,PLUSSERVER-AS - DE,8972,48600,None
metallica,DE,11501,386,89.163.210.164,89.163.210.164,443,None,0,0,1,1,0,1,1,1,0,Tor 0.2.9.10 on Linux,0,0,2016-09-03,MYLOC-AS- DE,24961,31700,None
fluxe3,DE,11451,513,78.47.18.110,tor.sebastianhahn.net,80,443,0,0,1,1,0,1,1,1,1,Tor 0.2.9.10 on Linux,0,0,2014-04-09,HETZNER-AS- DE,24940,26200,None
slacknet,DE,11379,294,148.251.221.163,oxi.slack.net,9001,None,0,0,1,1,0,1,1,1,0,Tor 0.2.9.10 on FreeBSD,0,0,2015-11-02,HETZNER-AS- DE,24940,49400,None
Jans,CH,11366,1928,212.51.134.123,212-51-134-123.fiber7.init7.net,9001,9030,0,0,1,1,0,1,1,1,1,Tor 0.2.8.12 on Linux,0,0,2014-01-02,INIT7- CH,13030,34300,None
Necto,RO,11354,1634,93.115.95.201,lh28409.voxility.net,443,80,0,1,1,1,0,1,1,1,1,Tor 0.2.9.9 on Linux,0,0,2015-08-27,VOXILITY- RO,3223,27600,None
broccoli,DE,11301,723,82.165.207.102,82.165.207.102,9001,9030,0,0,1,1,0,1,1,1,1,Tor 0.2.5.12 on Linux,0,0,2016-11-20,ONEANDONE-AS Brauerstrasse 48- DE,8560,68800,None
niftytucotuco,NL,11267,975,51.15.50.10,10-50-15-51.rev.cloud.scaleway.com,20,21,0,1,1,1,0,1,1,1,1,Tor 0.2.9.9 on Linux,0,0,2016-10-20,AS12876 - FR,12876,40400,None
DigiGesTor1e2,CH,11263,143,176.10.104.240,tor1e1.digitale-gesellschaft.ch,8443,8080,0,1,1,1,0,1,1,1,1,Tor 0.2.9.10 on Linux,0,0,2015-05-22,AS-SOFTPLUS- CH,51395,46700,None
DigiGesTor2e2,CH,11263,143,176.10.104.243,tor2e1.digitale-gesellschaft.ch,8443,8080,0,1,1,1,0,1,1,1,1,Tor 0.2.9.10 on Linux,0,0,2015-06-17,AS-SOFTPLUS- CH,51395,40600,None
Iridium,DE,11225,449,62.138.7.231,astra4925.startdedicated.de,9001,None,0,0,1,1,0,1,1,1,0,Tor 0.2.9.10 on Linux,0,0,2016-07-26,PLUSSERVER-AS - DE,8972,64600,None
joszef,FR,11208,740,195.154.209.91,195-154-209-91.rev.poneytelecom.eu,443,80,0,0,1,1,0,1,1,1,1,Tor 0.2.9.10 on Linux,0,0,2016-05-04,AS12876 - FR,12876,46200,None
E10,DE,11183,792,212.201.68.131,quad.kbu.freifunk.net,9001,9030,0,0,1,1,0,1,1,1,1,Tor 0.2.9.10 on Linux,0,0,2016-11-01,DFN Verein zur Foerderung eines Deutschen Forschungsnetzes e.V.- DE,680,52000,None
Zeta,GB,11139,1591,62.210.138.3,zeta.xa0.uk,9001,9030,0,0,1,1,0,1,1,1,1,Tor 0.2.9.9 on Linux,0,0,2015-06-08,AS12876- FR,12876,41900,None
wardsback,FR,11103,1060,212.129.62.232,tor.relay.wardsback.org,443,80,0,0,1,1,0,1,1,1,1,Tor 0.2.9.9 on Linux,0,0,2015-01-05,AS12876- FR,12876,37800,None
ornery,GB,11098,141,138.68.150.168,138.68.150.168,995,26024,0,0,1,1,0,1,1,1,1,Tor 0.2.9.10 on Linux,0,0,2016-10-26,DIGITALOCEAN-ASN-2 - GB,202109,43500,None
BabylonNetwork01,FR,11071,235,149.202.98.161,1.tor.exit.babylon.network,443,80,0,1,1,1,0,1,1,1,1,Tor 0.3.1.0-alpha-dev on Linux,0,0,2016-01-21,OVH- FR,16276,19700,[2001:41d0:8:4528::161]:443
niftypedetidae,NL,11049,969,51.15.62.146,146-62-15-51.rev.cloud.scaleway.com,80,443,0,1,1,1,0,1,1,1,1,Tor 0.2.9.9 on Linux,0,0,2016-09-22,AS12876 - FR,12876,29100,None
LinuxLanNetDUS,DE,10999,502,89.163.128.59,community.linux-lan.net,443,9030,0,0,1,1,0,1,1,1,1,Tor 0.2.9.10 on Linux,0,0,2017-01-17,MYLOC-AS- DE,24961,71500,None
kaeseketchupbrot,FR,10970,3700,91.134.218.176,ip176.ip-91-134-218.eu,443,8080,0,0,1,1,0,1,1,1,1,Tor 0.2.4.27 on Linux,0,0,2016-11-01,OVH- FR,16276,36300,None
marschiertor,DE,10965,3798,134.130.181.43,marschiertor.kawo2.rwth-aachen.de,9001,9030,0,0,1,1,0,1,1,1,1,Tor 0.2.8.9 on FreeBSD,0,0,2015-05-22,RWTH-AS- DE,47610,30800,None
epow0tornode,DE,10929,546,146.0.32.144,tor.epow0.org,9001,9030,0,0,1,1,0,1,1,1,1,Tor 0.2.9.9 on Linux,0,0,2012-01-25,MYLOC-AS- DE,24961,56400,None
wien,FR,10922,716,94.23.247.42,ns381528.ip-94-23-247.eu,443,80,0,0,1,1,0,1,1,1,1,Tor 0.2.9.10 on Linux,0,0,2016-02-03,OVH- FR,16276,51400,None
spechttor1,DE,10891,961,138.201.169.12,chili.kuehrmann.net,443,80,0,0,1,1,0,1,1,1,1,Tor 0.2.9.9 on FreeBSD,0,0,2016-12-16,HETZNER-AS - DE,24940,35600,None
Unnamed,FR,10883,436,195.154.240.145,195-154-240-145.rev.poneytelecom.eu,443,80,0,0,1,0,0,1,1,1,1,Tor 0.2.5.12 on Linux,0,0,2017-01-19,AS12876- FR,12876,48400,None
TORminion,FR,10799,993,195.154.255.174,195-154-255-174.rev.poneytelecom.eu,443,80,0,0,1,1,0,1,1,1,1,Tor 0.2.5.12 on Linux,0,0,2016-04-27,AS12876 - FR,12876,68500,None
bradburn,FR,10795,645,62.210.125.130,62-210-125-130.rev.poneytelecom.eu,443,80,0,0,1,1,0,1,1,1,1,Tor 0.2.9.10 on Linux,0,0,2016-07-14,AS12876- FR,12876,63500,None
puertasecreta,FR,10787,86,5.39.124.96,puertasecreta.resistancenetworks.net,9001,9030,0,0,1,1,0,1,1,1,1,Tor 0.2.9.10 on Linux,0,0,2010-01-03,OVH- FR,16276,47100,None
noiseexit01d,US,10772,1679,173.254.216.69,exit-01d.noisetor.net,443,None,0,1,1,1,0,1,1,1,0,Tor 0.2.9.9 on Linux,0,0,2014-04-16,ASN-QUADRANET-GLOBAL - QuadraNet- Inc- US,8100,29700,None
Unnamed,FR,10758,168,62.210.105.116,62-210-105-116.rev.poneytelecom.eu,443,80,0,1,1,1,0,1,1,1,1,Tor 0.2.9.10 on Linux,0,0,2015-05-27,AS12876- FR,12876,39300,[2001:bc8:3c96:200::74]:443
DigiGesTor2e1,CH,10741,143,176.10.104.243,tor2e1.digitale-gesellschaft.ch,443,80,0,1,1,1,0,1,1,1,1,Tor 0.2.9.10 on Linux,0,0,2015-06-17,AS-SOFTPLUS- CH,51395,34300,None
flanders,DE,10735,1289,46.101.151.222,fra.anondroid.com,443,80,0,0,1,1,0,1,1,1,1,Tor 0.2.9.9 on Linux,0,0,2015-10-19,DIGITALOCEAN-GERMANY- DE,201229,46900,None
belphegor,GB,10659,116,178.62.107.194,belphegor.notsaved.org,9001,None,0,0,1,1,0,1,1,1,0,Tor 0.2.9.10 on Linux,0,0,2016-11-01,DIGITALOCEAN-ASN-2- GB,202109,48300,None
DoingAlright,DE,10539,766,89.163.148.13,host.fb13.is-infra.net,443,80,0,0,1,0,0,0,1,1,1,Tor 0.2.9.10 on Linux,0,0,2016-11-21,UNITEDCOLO-AS - DE,13301,56400,None
vidal,FR,10488,653,195.154.183.159,s68-paris.cloud-center.ro,443,80,0,0,1,1,0,1,1,1,1,Tor 0.2.9.10 on Linux,0,0,2016-09-27,AS12876 - FR,12876,51200,None
niftypatagonianmara,NL,10451,809,51.15.56.110,110-56-15-51.rev.cloud.scaleway.com,20,21,0,1,1,1,0,1,1,1,1,Tor 0.2.9.9 on Linux,0,0,2016-10-01,AS12876 - FR,12876,44200,None
geekbox,DE,10445,1094,5.9.151.241,geekbox.info,4223,9030,0,0,1,1,0,1,1,1,1,Tor 0.2.9.9 on Linux,0,0,2013-09-19,HETZNER-AS- DE,24940,51800,[2a01:4f8:190:34f0::2]:4223
DFRI6,SE,10435,1470,171.25.193.132,tor-exit6-readme.dfri.se,443,80,0,1,1,1,0,1,1,1,1,Tor 0.2.9.9 on FreeBSD,0,0,2015-09-19,DFRI-AS- SE,198093,22300,None
cixx,NL,10415,720,83.162.202.182,cyberdynesys.org,9001,9030,0,0,1,1,0,1,1,1,1,Tor 0.2.9.10 on Linux,0,0,2015-03-31,XS4ALL-NL Amsterdam- NL,3265,40500,None
lupine,GB,10361,114,5.28.62.85,tor.yrk.urgs.uk0.bigv.io,443,80,0,1,1,1,0,1,1,1,1,Tor 0.2.9.10 on Linux,0,0,2013-07-19,BYTEMARK-AS- GB,35425,34300,[2001:41c9:1:41c::85]:443
Daphne,NL,10342,1641,51.15.39.2,daphne.exit.torworld.org,9001,9030,0,1,1,1,0,1,1,1,1,Tor 0.2.9.9 on Linux,0,0,2016-10-27,AS12876 - FR,12876,34200,None
avy4aol,FR,10325,182,62.210.83.149,62-210-83-149.rev.poneytelecom.eu,444,81,0,1,1,0,0,1,1,1,1,Tor 0.2.9.10 on Linux,0,0,2017-04-02,AS12876- FR,12876,27600,None
tor03k,FR,10310,100,164.132.51.91,91.ip-164-132-51.eu,443,80,0,1,1,1,0,1,1,1,1,Tor 0.2.9.10 on Linux,0,0,2016-05-09,OVH - FR,16276,28500,None
jugbox2,GB,10181,12932,178.62.36.64,178.62.36.64,9001,9030,0,0,1,1,0,1,1,1,1,Tor 0.2.6.10 on Linux,0,0,2015-10-06,DIGITALOCEAN-ASN-2- GB,202109,43200,None
IRejectTorFoundatnN,CH,10174,702,212.51.143.20,212-51-143-20.fiber7.init7.net,443,80,0,0,1,1,0,1,1,1,1,Tor 0.2.5.12 on Linux,0,0,2016-01-03,INIT7- CH,13030,45700,None
niftychipmunk,IT,10168,559,94.198.98.61,out.ukkane.info,13370,13371,0,0,1,1,0,1,1,1,1,Tor 0.2.9.10 on Linux,0,0,2016-08-28,ASSEFLOW Amsterdam Internet Exchange (AMS-IX)- IT,49367,43200,None
ibibUNC0,US,10163,1918,204.85.191.30,tor00.telenet.unc.edu,9001,9030,0,1,1,1,0,1,1,1,1,Tor 0.2.8.11 on Linux,0,0,2014-04-08,UNC-CH - University of North Carolina at Chapel Hill- US,36850,26900,None
bakunin4,SE,10159,775,178.16.208.55,loki.gtor.org,443,80,0,0,1,1,0,1,1,1,1,Tor 0.2.9.10 on Linux,0,0,2015-10-15,SITABINFRA-NORDIC-AS- NO,50989,35200,[2a00:1c20:4089:1234:7b2c:11c5:5221:903e]:443
tornado,FR,10094,81,195.154.253.226,195-154-253-226.rev.poneytelecom.eu,443,80,0,0,1,0,0,1,1,1,1,Tor 0.2.5.12 on Linux,0,0,2016-09-06,AS12876- FR,12876,41400,None
Doedel22,DE,10091,3092,178.254.44.135,178.254.44.135,9001,9030,0,0,1,1,0,1,1,1,1,Tor 0.2.8.9 on FreeBSD,0,0,2015-07-02,EVANZOAS- DE,42730,33800,None
FD8250E,CZ,10072,2069,91.197.234.102,91.197.234.102,9001,9030,0,1,1,1,0,1,1,1,1,Tor 0.2.5.12 on Linux,0,0,2016-12-27,THREE-W-INFRA-AS- NL,60144,8920,None
locksat,FR,10055,1024,62.210.93.142,62-210-93-142.rev.poneytelecom.eu,9001,9030,0,0,1,1,0,1,1,1,1,Tor 0.2.9.9 on Linux,0,0,2016-12-18,AS12876- FR,12876,52600,None
HY100,NL,9989,738,178.62.197.82,tor2.hy130.net,443,80,0,0,1,1,0,1,1,1,1,Tor 0.2.9.10 on Linux,0,0,2016-03-19,DIGITALOCEAN-ASN-3 - NL,202018,43700,None
Necto6,RO,9973,1633,93.115.95.207,lh28409.voxility.net,443,80,0,1,1,1,0,1,1,1,1,Tor 0.2.9.9 on Linux,0,0,2015-08-28,VOXILITY- RO,3223,24200,None
calliprbigclean02,NL,9942,888,46.166.148.143,46.166.148.143,8081,None,0,1,1,1,0,1,1,1,0,Tor 0.2.7.6 on Linux,0,0,2016-10-07,NFORCE - NL,43350,26600,None
niftyhutia,NL,9915,975,51.15.50.10,10-50-15-51.rev.cloud.scaleway.com,443,80,0,1,1,1,0,1,1,1,1,Tor 0.2.9.9 on Linux,0,0,2016-09-22,AS12876 - FR,12876,32000,None
BabylonNetwork03,CA,9899,234,149.56.229.17,3.tor.exit.babylon.network,443,80,0,1,1,1,0,1,1,1,1,Tor 0.3.1.0-alpha-dev on Linux,0,0,2016-08-05,OVH - FR,16276,15300,[2607:5300:60:3a71::17]:443
schuehlein,BG,9879,604,130.185.250.76,130.185.250.76,443,80,0,0,1,1,0,1,1,1,1,Tor 0.2.6.10 on Linux,0,0,2015-12-06,GLOBALLAYER- NL,49453,41300,None
bakunin2,SE,9848,775,178.16.208.59,cust-178.16.20859.i2b.se,443,80,0,0,1,1,0,1,1,1,1,Tor 0.2.9.10 on Linux,0,0,2015-10-01,SITABINFRA-NORDIC-AS- NO,50989,35500,[2a00:1c20:4089:1234:bff6:e1bb:1ce3:8dc6]:443
tor4multisec,NO,9843,29,193.90.12.89,tor-4.multisec.no,9004,None,0,1,1,1,0,1,1,1,0,Tor 0.2.7.6 on Linux,0,0,2013-05-29,ASN-CATCHCOM- NO,2116,31000,None
CalyxInstitute07,NL,9837,648,82.94.251.227,mail.calyx.com,443,80,0,0,1,1,0,1,1,1,1,Tor 0.3.0.4-rc on Linux,0,0,2013-11-05,XS4ALL-NL Amsterdam- NL,3265,29700,None
Sector001,NL,9819,624,50.7.161.218,50.7.161.218,9001,9030,0,0,1,1,0,1,1,1,1,Tor 0.2.9.10 on Linux,0,0,2015-02-16,COGENT-174 - Cogent Communications- US,174,27400,None
Freebird31,DE,9817,3092,178.254.13.126,178.254.13.126,443,80,0,0,1,1,0,1,1,1,1,Tor 0.2.8.9 on FreeBSD,0,0,2015-10-10,EVANZOAS- DE,42730,39600,None
tor4kryptonit,DK,9805,336,188.114.140.245,188.114.140.245,443,80,0,0,1,1,0,1,1,1,1,Tor 0.2.9.10 on Linux,0,0,2015-09-01,ASEMNET - DK,43557,34900,None
Ommedzi,DE,9800,1363,88.99.27.131,static.131.27.99.88.clients.your-server.de,9001,9030,0,0,1,1,0,1,1,1,1,Tor 0.2.9.9 on Linux,0,0,2016-11-06,HETZNER-AS- DE,24940,27600,None
powerrelay,NL,9755,4964,163.172.209.161,163-172-209-161.rev.poneytelecom.eu,9001,9030,0,0,1,1,0,1,1,1,1,Tor 0.2.7.6 on Linux,0,0,2016-09-15,AS12876 - FR,12876,39900,None
2bitdefra01,DE,9745,2584,46.101.166.19,de-fra01.2bit.co,9090,9030,0,0,1,1,0,1,1,1,1,Tor 0.2.8.11 on FreeBSD,0,0,2016-12-23,DIGITALOCEAN-GERMANY - DE,201229,39700,None
Unnamed,GB,9718,5826,89.16.176.158,pyramid.3dmarcomms.com,9001,9030,0,0,1,1,0,1,1,1,1,Tor 0.2.7.6 on Linux,0,0,2014-04-08,BYTEMARK-AS- GB,35425,33900,None
letsGetOutOfHere,CH,9693,47,5.148.165.13,tor-exit.thvd.net,9001,9030,0,1,1,1,0,1,1,1,1,Tor 0.2.9.10 on Linux,0,0,2017-02-02,NINE - CH,29691,29100,None
AlGrothendieck,FR,9688,763,80.67.172.162,algrothendieck.globenet.org,443,80,0,1,1,1,0,1,1,1,1,Tor 0.2.9.10 on Linux,0,0,2016-06-09,GITOYEN-MAIN-AS The main Autonomous System of Gitoyen (Paris- France).- FR,20766,30800,None
jaures2,SE,9619,775,178.16.208.58,cust-178.16.20858.i2b.se,443,80,0,0,1,1,0,1,1,1,1,Tor 0.2.9.10 on Linux,0,0,2015-10-01,SITABINFRA-NORDIC-AS- NO,50989,47400,[2a00:1c20:4089:1234:cdae:1b3e:cc38:3d45]:443
jakobstor,DE,9592,3798,134.130.181.49,jakobstor.kawo2.rwth-aachen.de,9001,9030,0,0,1,1,0,1,1,1,1,Tor 0.2.8.9 on FreeBSD,0,0,2016-01-05,RWTH-AS- DE,47610,39600,None
TykRelay05,DK,9581,1388,185.96.88.29,185.96.88.29,443,80,0,0,1,1,0,1,1,1,1,Tor 0.2.8.10 on FreeBSD,0,0,2016-01-06,BORNFIBER- DK,24800,40900,None
niftypika,FR,9576,122,213.32.55.247,ip247.ip-213-32-55.eu,443,80,0,1,1,0,0,1,1,1,1,Tor 0.2.9.9 on Linux,0,0,2016-01-26,OVH- FR,16276,32800,None
